counter,start,storeDLT,storeKfrags,finish
0,1650932935011,1650932965759,1650932972082,1650932984488
1,1650932984498,1650933004637,1650933006262,1650933017964
2,1650933017995,1650933024819,1650933036711,1650933049064
3,1650933050374,1650933068124,1650933079749,1650933091097
4,1650933091168,1650933107340,1650933109788,1650933115950
5,1650933117775,1650933125978,1650933129028,1650933132122
6,1650933132123,1650933142763,1650933150351,1650933160465
7,1650933162706,1650933175473,1650933188755,1650933199431
8,1650933200964,1650933233948,1650933234847,1650933243226
9,1650933244241,1650933267587,1650933271580,1650933279567
