counter,start,storeDLT,storeKfrags,finish
0,1650932934479,1650932949460,1650932956217,1650932967623
1,1650932969572,1650932990699,1650933005273,1650933025310
2,1650933026621,1650933049285,1650933056277,1650933066578
3,1650933067554,1650933084922,1650933093305,1650933100678
4,1650933102408,1650933112344,1650933118289,1650933125794
5,1650933126013,1650933161941,1650933163700,1650933171025
6,1650933172328,1650933193163,1650933202087,1650933217317
7,1650933217894,1650933226844,1650933239737,1650933248658
8,1650933249581,1650933253913,1650933261549,1650933267933
9,1650933268992,1650933286672,1650933288825,1650933301938
