counter,start,storeDLT,storeKfrags,finish
0,1650934352189,1650934372497,1650934376687,1650934384026
1,1650934384405,1650934392513,1650934399160,1650934402313
2,1650934402372,1650934429261,1650934449134,1650934454282
3,1650934456201,1650934465821,1650934473154,1650934491541
4,1650934491567,1650934507416,1650934515509,1650934540260
5,1650934540436,1650934584110,1650934591260,1650934594792
6,1650934595988,1650934667127,1650934693518,1650934700928
7,1650934702407,1650934712407,1650934736506,1650934759842
8,1650934760116,1650934768323,1650934768830,1650934787843
9,1650934789104,1650934794841,1650934795422,1650934807000
