counter,start,storeDLT,storeKfrags,finish
0,1650929793751,1650929802336,1650929804761,1650929811387
1,1650929812893,1650929826054,1650929837865,1650929840958
2,1650929841559,1650929847786,1650929851221,1650929853321
3,1650929853783,1650929859418,1650929863954,1650929864514
4,1650929865524,1650929872586,1650929873631,1650929887263
5,1650929888726,1650929904071,1650929904722,1650929905195
6,1650929905398,1650929908644,1650929909181,1650929909645
7,1650929909962,1650929918616,1650929921157,1650929925309
8,1650929925420,1650929939690,1650929940351,1650929940805
9,1650929944348,1650929950259,1650929950832,1650929954137
