counter,start,storeDLT,storeKfrags,finish
0,1650932934218,1650932949154,1650932955937,1650932972812
1,1650932973121,1650932990419,1650932998376,1650933014218
2,1650933015241,1650933022065,1650933034245,1650933051028
3,1650933051367,1650933063203,1650933077023,1650933088826
4,1650933090412,1650933109600,1650933110103,1650933138204
5,1650933138745,1650933156280,1650933163146,1650933170945
6,1650933172196,1650933188843,1650933193130,1650933204966
7,1650933205728,1650933228586,1650933237186,1650933258990
8,1650933259092,1650933267512,1650933275805,1650933293597
9,1650933295776,1650933303020,1650933308243,1650933311655
