counter,start,storeDLT,storeKfrags,finish
0,1650932934236,1650932949462,1650932956145,1650932967857
1,1650932969479,1650933000430,1650933004169,1650933014213
2,1650933015478,1650933027670,1650933034577,1650933051350
3,1650933052297,1650933068127,1650933079929,1650933091704
4,1650933092249,1650933103545,1650933137887,1650933145937
5,1650933146036,1650933167039,1650933171024,1650933183466
6,1650933183626,1650933201898,1650933214757,1650933232293
7,1650933234859,1650933270298,1650933280692,1650933285914
8,1650933285972,1650933290827,1650933291574,1650933296991
9,1650933297643,1650933308058,1650933313695,1650933316637
