counter,start,storeDLT,storeKfrags,finish
0,1650932935385,1650932949079,1650932955740,1650932961307
1,1650932962190,1650932990735,1650932992035,1650933001479
2,1650933001764,1650933020940,1650933023507,1650933028788
3,1650933029635,1650933052896,1650933058317,1650933066406
4,1650933066567,1650933092935,1650933100676,1650933109052
5,1650933112497,1650933123934,1650933125920,1650933131732
6,1650933132889,1650933165526,1650933170930,1650933181370
7,1650933181522,1650933189007,1650933192903,1650933202597
8,1650933202714,1650933221438,1650933237207,1650933245822
9,1650933247274,1650933251147,1650933261484,1650933267485
