counter,start,storeDLT,storeKfrags,finish
0,1650932934187,1650932949132,1650932955766,1650932971658
1,1650932971724,1650932980293,1650932987080,1650932998375
2,1650932999976,1650933011901,1650933018556,1650933025308
3,1650933025765,1650933053160,1650933067016,1650933080101
4,1650933080628,1650933092836,1650933095661,1650933137585
5,1650933139570,1650933165326,1650933170929,1650933182806
6,1650933182839,1650933199090,1650933199934,1650933213113
7,1650933213847,1650933228709,1650933237280,1650933240474
8,1650933242783,1650933267704,1650933275923,1650933296237
9,1650933297645,1650933303628,1650933308245,1650933316257
