counter,start,storeDLT,storeKfrags,finish
0,1650932935832,1650932955748,1650932968649,1650932975425
1,1650932977285,1650932997584,1650933005072,1650933014863
2,1650933015384,1650933034867,1650933036504,1650933049284
3,1650933051044,1650933070701,1650933084731,1650933096070
4,1650933096776,1650933112561,1650933141125,1650933149116
5,1650933149828,1650933163070,1650933164782,1650933171538
6,1650933171726,1650933195490,1650933202636,1650933219157
7,1650933220027,1650933247826,1650933256225,1650933259293
8,1650933259862,1650933269835,1650933273050,1650933281732
9,1650933283389,1650933286745,1650933298981,1650933303568
