counter,start,storeDLT,storeKfrags,finish
0,1650937683810,1650937721585,1650937735035,1650937766022
1,1650937766449,1650937781822,1650937797180,1650937825008
2,1650937825055,1650937854943,1650937859947,1650937898643
3,1650937898892,1650937930073,1650937958949,1650937962045
4,1650937966249,1650937983534,1650937992228,1650938003591
5,1650938006194,1650938022343,1650938048960,1650938059420
6,1650938060257,1650938083882,1650938093191,1650938110104
7,1650938110193,1650938125245,1650938139807,1650938151602
8,1650938151698,1650938160165,1650938160796,1650938184745
9,1650938185318,1650938200612,1650938215771,1650938218847
