counter,start,storeDLT,storeKfrags,finish
0,1650937683525,1650937705754,1650937720362,1650937731643
1,1650937733002,1650937757838,1650937764180,1650937773530
2,1650937773759,1650937789705,1650937819374,1650937825313
3,1650937825458,1650937871406,1650937898673,1650937916450
4,1650937918233,1650937961202,1650937963657,1650937970416
5,1650937971939,1650937983535,1650937992225,1650938003218
6,1650938003764,1650938048958,1650938066190,1650938072010
7,1650938072484,1650938090018,1650938093717,1650938112850
8,1650938112985,1650938131701,1650938148794,1650938170251
9,1650938171304,1650938185354,1650938198904,1650938216388
