counter,start,storeDLT,storeKfrags,finish
0,1650937682719,1650937700210,1650937719556,1650937734279
1,1650937734607,1650937757836,1650937758772,1650937762120
2,1650937762843,1650937785379,1650937801593,1650937814765
3,1650937814969,1650937821732,1650937840570,1650937870081
4,1650937870582,1650937928251,1650937958371,1650937994201
5,1650937994602,1650938036775,1650938044355,1650938051105
6,1650938051744,1650938083880,1650938098616,1650938119201
7,1650938122661,1650938148697,1650938160269,1650938184664
8,1650938185160,1650938206560,1650938222021,1650938224877
9,1650938225271,1650938233481,1650938233992,1650938242916
