counter,start,storeDLT,storeKfrags,finish
0,1650937683200,1650937703260,1650937708824,1650937723526
1,1650937724356,1650937761256,1650937767565,1650937778515
2,1650937780880,1650937825009,1650937827403,1650937832081
3,1650937833698,1650937852244,1650937882172,1650937910001
4,1650937914134,1650937980044,1650937984447,1650937997891
5,1650937998441,1650938027360,1650938028188,1650938037791
6,1650938038151,1650938072211,1650938094321,1650938103455
7,1650938105331,1650938130468,1650938132853,1650938152382
8,1650938152721,1650938201022,1650938201643,1650938221603
9,1650938221819,1650938226825,1650938237907,1650938241468
