counter,start,storeDLT,storeKfrags,finish
0,1650937683450,1650937698447,1650937719347,1650937725993
1,1650937726777,1650937759885,1650937783429,1650937802383
2,1650937802897,1650937821533,1650937833945,1650937848885
3,1650937848916,1650937893820,1650937894543,1650937921058
4,1650937921326,1650937940513,1650937952808,1650937986293
5,1650937987639,1650938022871,1650938048963,1650938069025
6,1650938072239,1650938112142,1650938116699,1650938126164
7,1650938126638,1650938148597,1650938167473,1650938188862
8,1650938190621,1650938195386,1650938195902,1650938204831
9,1650938204854,1650938213922,1650938214536,1650938217610
