counter,start,storeDLT,storeKfrags,finish
0,1650937683324,1650937703254,1650937719740,1650937728952
1,1650937730065,1650937758171,1650937764204,1650937776263
2,1650937778392,1650937807515,1650937815923,1650937838524
3,1650937838718,1650937880015,1650937881531,1650937896902
4,1650937897407,1650937935120,1650937970007,1650937975675
5,1650937975787,1650938014381,1650938016910,1650938019976
6,1650938020891,1650938033909,1650938037894,1650938048543
7,1650938049366,1650938059428,1650938069254,1650938097012
8,1650938098815,1650938120441,1650938134287,1650938155353
9,1650938155470,1650938178825,1650938182589,1650938197866
