counter,start,storeDLT,storeKfrags,finish
0,1650937686082,1650937759883,1650937767156,1650937779871
1,1650937779936,1650937801585,1650937812017,1650937825328
2,1650937829188,1650937896697,1650937898359,1650937903869
3,1650937906600,1650937956489,1650937961336,1650937999415
4,1650937999708,1650938016905,1650938042507,1650938055035
5,1650938055698,1650938063087,1650938083881,1650938112135
6,1650938115100,1650938126165,1650938128848,1650938132518
7,1650938133865,1650938155358,1650938164059,1650938169513
8,1650938169796,1650938190986,1650938206562,1650938224788
9,1650938225055,1650938231438,1650938232047,1650938235222
