counter,start,storeDLT,storeKfrags,finish
0,1650937683872,1650937700187,1650937707636,1650937721390
1,1650937722304,1650937752327,1650937757837,1650937767050
2,1650937767124,1650937810120,1650937818081,1650937840282
3,1650937840576,1650937882156,1650937885831,1650937892311
4,1650937893716,1650937930585,1650937958954,1650937994070
5,1650937995955,1650938031151,1650938054384,1650938075279
6,1650938075849,1650938093093,1650938107427,1650938130363
7,1650938132115,1650938161823,1650938171665,1650938191868
8,1650938191962,1650938213935,1650938214538,1650938217617
9,1650938217813,1650938221740,1650938233822,1650938236759
