counter,start,storeDLT,storeKfrags,finish
0,1650937684560,1650937707967,1650937712673,1650937723935
1,1650937723975,1650937770461,1650937780768,1650937795850
2,1650937795900,1650937808110,1650937818042,1650937831498
3,1650937832364,1650937859928,1650937869766,1650937879993
4,1650937883075,1650937894539,1650937918292,1650937948090
5,1650937948676,1650938020314,1650938048752,1650938066061
6,1650938066156,1650938077735,1650938083464,1650938094738
7,1650938095292,1650938108048,1650938111319,1650938114602
8,1650938115094,1650938129235,1650938131494,1650938151670
9,1650938151953,1650938166205,1650938184860,1650938201635
