counter,start,storeDLT,storeKfrags,finish
0,1650930271654,1650930290960,1650930291614,1650930295291
1,1650930295970,1650930304588,1650930307384,1650930309519
2,1650930309582,1650930315416,1650930324321,1650930327670
3,1650930327725,1650930342478,1650930347357,1650930347813
4,1650930349794,1650930355372,1650930355964,1650930358818
5,1650930360114,1650930372341,1650930375535,1650930381017
6,1650930381924,1650930399291,1650930408213,1650930408754
7,1650930410012,1650930416783,1650930420571,1650930426680
8,1650930427595,1650930436695,1650930438398,1650930438658
9,1650930438879,1650930453934,1650930455950,1650930460414
