counter,start,storeDLT,storeKfrags,finish
0,1650930271285,1650930279423,1650930281162,1650930281672
1,1650930282775,1650930287807,1650930299624,1650930303886
2,1650930306199,1650930309589,1650930312810,1650930314883
3,1650930315048,1650930324374,1650930324891,1650930329895
4,1650930329935,1650930344427,1650930355793,1650930360867
5,1650930360873,1650930368536,1650930374248,1650930380075
6,1650930380094,1650930396566,1650930399611,1650930403792
7,1650930404078,1650930407986,1650930408468,1650930408756
8,1650930409140,1650930431879,1650930437556,1650930437879
9,1650930438007,1650930451233,1650930451721,1650930458842
