counter,start,storeDLT,storeKfrags,finish
0,1650930271583,1650930280871,1650930281742,1650930281989
1,1650930283626,1650930287813,1650930299613,1650930300012
2,1650930300708,1650930304190,1650930307346,1650930310481
3,1650930310511,1650930322801,1650930329495,1650930329752
4,1650930331087,1650930340228,1650930347015,1650930347684
5,1650930348211,1650930359100,1650930359577,1650930360030
6,1650930360597,1650930372346,1650930374531,1650930378223
7,1650930378512,1650930386390,1650930388205,1650930388704
8,1650930389706,1650930396017,1650930399608,1650930400078
9,1650930400186,1650930413239,1650930415894,1650930416131
