counter,start,storeDLT,storeKfrags,finish
0,1650930271972,1650930280891,1650930281766,1650930282249
1,1650930282908,1650930287812,1650930290763,1650930294098
2,1650930294224,1650930299207,1650930309586,1650930315080
3,1650930315118,1650930324508,1650930329809,1650930330217
4,1650930330361,1650930340231,1650930340887,1650930347278
5,1650930347310,1650930352239,1650930356223,1650930360529
6,1650930361273,1650930378197,1650930380125,1650930381611
7,1650930385078,1650930389944,1650930390452,1650930390734
8,1650930392735,1650930405681,1650930413231,1650930413768
9,1650930414979,1650930424109,1650930436692,1650930437353
