counter,start,storeDLT,storeKfrags,finish
0,1650933445471,1650933468089,1650933474029,1650933474486
1,1650933478179,1650933499731,1650933512429,1650933512885
2,1650933513399,1650933524307,1650933536705,1650933537111
3,1650933538159,1650933549912,1650933552982,1650933553598
4,1650933553607,1650933563117,1650933568957,1650933569709
5,1650933570136,1650933581761,1650933595922,1650933612702
6,1650933612805,1650933628272,1650933638818,1650933639138
7,1650933640864,1650933652757,1650933661329,1650933662351
8,1650933662709,1650933674039,1650933687236,1650933687851
9,1650933687909,1650933700853,1650933717263,1650933717946
