counter,start,storeDLT,storeKfrags,finish
0,1650933445644,1650933468246,1650933474145,1650933479658
1,1650933479664,1650933495431,1650933495951,1650933508539
2,1650933508565,1650933533830,1650933536187,1650933549813
3,1650933552457,1650933565985,1650933569399,1650933580121
4,1650933580481,1650933587210,1650933590879,1650933591481
5,1650933592063,1650933614833,1650933628143,1650933628759
6,1650933631354,1650933652109,1650933658766,1650933674560
7,1650933675566,1650933696260,1650933709285,1650933709817
8,1650933710013,1650933727880,1650933730800,1650933731183
9,1650933732015,1650933741822,1650933743767,1650933744490
