counter,start,storeDLT,storeKfrags,finish
0,1650933445060,1650933460554,1650933473624,1650933476893
1,1650933477197,1650933497685,1650933505157,1650933514680
2,1650933515361,1650933525025,1650933536738,1650933537290
3,1650933538774,1650933561414,1650933571241,1650933571614
4,1650933572731,1650933593849,1650933612699,1650933621121
5,1650933623595,1650933644052,1650933652332,1650933653981
6,1650933655650,1650933674153,1650933687375,1650933690964
7,1650933691667,1650933717412,1650933720312,1650933721026
8,1650933722080,1650933730801,1650933733278,1650933733643
9,1650933734573,1650933741823,1650933743764,1650933744067
