counter,start,storeDLT,storeKfrags,finish
0,1650933446700,1650933468326,1650933474790,1650933488984
1,1650933489108,1650933512535,1650933518986,1650933532129
2,1650933535576,1650933553291,1650933556986,1650933565894
3,1650933565978,1650933590792,1650933603075,1650933603568
4,1650933604528,1650933612726,1650933622006,1650933622305
5,1650933623786,1650933628591,1650933634096,1650933650386
6,1650933651207,1650933668496,1650933674134,1650933674883
7,1650933675122,1650933694203,1650933705623,1650933705894
8,1650933708346,1650933730139,1650933730804,1650933731310
9,1650933732641,1650933738158,1650933738852,1650933739481
