counter,start,storeDLT,storeKfrags,finish
0,1650933446439,1650933468091,1650933473965,1650933477141
1,1650933477520,1650933506508,1650933515753,1650933522666
2,1650933523154,1650933531783,1650933543763,1650933552575
3,1650933554777,1650933563665,1650933567521,1650933579910
4,1650933582822,1650933597658,1650933612823,1650933613409
5,1650933614110,1650933628659,1650933629353,1650933630934
6,1650933631085,1650933652251,1650933657762,1650933658459
7,1650933658472,1650933670152,1650933673947,1650933674343
8,1650933674406,1650933687486,1650933694202,1650933708138
9,1650933709536,1650933730180,1650933730805,1650933733974
