counter,start,storeDLT,storeKfrags,finish
0,1650933445070,1650933468004,1650933473937,1650933477044
1,1650933477380,1650933497686,1650933498416,1650933512370
2,1650933512701,1650933527778,1650933533852,1650933536391
3,1650933536567,1650933550117,1650933553288,1650933553623
4,1650933555132,1650933564176,1650933567627,1650933569406
5,1650933573020,1650933581761,1650933585453,1650933596807
6,1650933596869,1650933616263,1650933630838,1650933631578
7,1650933632467,1650933648835,1650933654293,1650933666147
8,1650933666984,1650933688260,1650933696259,1650933696790
9,1650933698074,1650933717462,1650933720315,1650933730206
