counter,start,storeDLT,storeKfrags,finish
0,1650933445125,1650933460512,1650933473659,1650933474573
1,1650933475006,1650933505423,1650933514988,1650933515316
2,1650933515535,1650933543871,1650933552575,1650933552932
3,1650933553934,1650933574014,1650933580320,1650933580774
4,1650933582575,1650933590970,1650933594055,1650933597154
5,1650933598164,1650933619876,1650933628484,1650933641766
6,1650933642195,1650933652955,1650933654292,1650933661156
7,1650933662526,1650933675262,1650933680887,1650933684400
8,1650933684491,1650933695870,1650933696581,1650933699418
9,1650933699980,1650933722507,1650933723486,1650933723822
