counter,start,storeDLT,storeKfrags,finish
0,1650933446362,1650933468327,1650933474483,1650933479700
1,1650933481477,1650933505058,1650933509690,1650933518984
2,1650933520027,1650933534064,1650933541008,1650933549838
3,1650933550026,1650933560587,1650933566000,1650933568667
4,1650933569649,1650933578991,1650933581856,1650933592201
5,1650933594283,1650933614795,1650933628053,1650933628597
6,1650933628801,1650933650577,1650933652644,1650933656331
7,1650933657318,1650933666266,1650933681636,1650933682229
8,1650933682453,1650933699223,1650933712789,1650933713115
9,1650933713290,1650933729858,1650933730408,1650933733697
