counter,start,storeDLT,storeKfrags,finish
0,1650931106452,1650931117062,1650931117661,1650931118146
1,1650931119065,1650931126631,1650931127296,1650931132755
2,1650931132832,1650931139877,1650931141982,1650931142371
3,1650931142788,1650931167212,1650931167759,1650931168025
4,1650931170049,1650931187919,1650931193218,1650931197745
5,1650931199315,1650931212895,1650931214832,1650931222740
6,1650931222748,1650931228956,1650931233195,1650931240736
7,1650931241074,1650931249244,1650931249949,1650931252917
8,1650931256506,1650931266293,1650931274838,1650931281543
9,1650931281588,1650931287550,1650931292765,1650931303334
