counter,start,storeDLT,storeKfrags,finish
0,1650931107400,1650931115097,1650931115756,1650931119197
1,1650931120391,1650931132284,1650931139879,1650931141982
2,1650931142727,1650931155604,1650931156145,1650931156408
3,1650931157618,1650931171099,1650931173460,1650931174069
4,1650931174341,1650931190606,1650931193322,1650931199018
5,1650931200339,1650931206179,1650931212896,1650931222728
6,1650931223981,1650931238061,1650931257690,1650931261728
7,1650931264278,1650931281590,1650931283783,1650931287324
8,1650931288241,1650931292477,1650931296462,1650931301048
9,1650931301180,1650931310404,1650931315455,1650931315736
