counter,start,storeDLT,storeKfrags,finish
0,1650933446369,1650933468046,1650933474572,1650933482036
1,1650933483643,1650933505470,1650933516114,1650933516950
2,1650933517357,1650933530558,1650933539779,1650933543778
3,1650933544181,1650933550443,1650933552580,1650933553082
4,1650933553461,1650933569404,1650933572128,1650933578786
5,1650933581652,1650933591080,1650933603291,1650933603920
6,1650933604926,1650933628598,1650933629205,1650933629782
7,1650933631825,1650933647194,1650933652249,1650933653883
8,1650933654464,1650933658994,1650933672284,1650933687160
9,1650933688392,1650933695680,1650933700775,1650933725078
