counter,start,storeDLT,storeKfrags,finish
0,1650933445682,1650933468241,1650933474340,1650933474767
1,1650933475914,1650933497479,1650933508656,1650933508949
2,1650933511043,1650933518994,1650933532193,1650933533835
3,1650933534776,1650933549947,1650933558405,1650933558714
4,1650933559421,1650933566207,1650933568995,1650933569716
5,1650933570570,1650933579193,1650933579910,1650933580218
6,1650933581833,1650933590984,1650933603160,1650933603463
7,1650933603925,1650933620257,1650933632251,1650933648551
8,1650933648843,1650933661434,1650933668527,1650933668932
9,1650933671098,1650933687998,1650933694309,1650933698396
