counter,start,storeDLT,storeKfrags,finish
0,1650933445672,1650933468240,1650933475155,1650933475492
1,1650933475890,1650933505471,1650933516115,1650933516729
2,1650933518407,1650933527775,1650933533834,1650933539058
3,1650933539133,1650933553293,1650933560585,1650933566831
4,1650933567173,1650933579092,1650933587213,1650933588635
5,1650933589931,1650933608894,1650933618927,1650933619665
6,1650933621141,1650933634932,1650933648834,1650933656520
7,1650933658291,1650933666268,1650933672392,1650933688164
8,1650933689326,1650933700783,1650933722505,1650933725546
9,1650933728484,1650933735385,1650933737535,1650933740381
