counter,start,storeDLT,storeKfrags,finish
0,1650939684688,1650939701632,1650939708352,1650939725789
1,1650939725906,1650939753002,1650939775615,1650939797752
2,1650939799025,1650939810449,1650939832155,1650939860416
3,1650939860781,1650939868435,1650939893514,1650939908699
4,1650939908952,1650939924441,1650939925879,1650939957436
5,1650939958682,1650939976571,1650939999511,1650940011481
6,1650940011569,1650940037711,1650940045573,1650940074363
7,1650940075183,1650940115521,1650940138964,1650940172450
8,1650940175742,1650940187302,1650940202485,1650940224262
9,1650940224787,1650940243002,1650940252047,1650940269315
