counter,start,storeDLT,storeKfrags,finish
0,1650939683534,1650939717163,1650939734166,1650939748389
1,1650939750458,1650939775580,1650939794908,1650939825331
2,1650939825482,1650939830213,1650939844886,1650939874571
3,1650939877868,1650939892413,1650939918337,1650939923847
4,1650939924333,1650939928739,1650939955262,1650939967486
5,1650939969748,1650939995811,1650939999216,1650940009858
6,1650940011566,1650940031277,1650940050104,1650940078995
7,1650940079282,1650940100801,1650940104988,1650940121148
8,1650940121232,1650940160167,1650940169179,1650940182614
9,1650940182937,1650940213102,1650940213722,1650940216594
