counter,start,storeDLT,storeKfrags,finish
0,1650939682274,1650939701708,1650939708455,1650939725451
1,1650939726017,1650939761202,1650939778917,1650939800614
2,1650939801174,1650939843939,1650939848236,1650939877546
3,1650939878038,1650939901609,1650939911019,1650939944324
4,1650939944655,1650939981173,1650940002467,1650940032897
5,1650940033010,1650940062883,1650940075506,1650940086144
6,1650940086224,1650940103550,1650940117570,1650940143265
7,1650940143888,1650940151487,1650940152181,1650940155144
8,1650940156916,1650940164771,1650940170029,1650940182589
9,1650940182595,1650940194584,1650940195304,1650940198253
