counter,start,storeDLT,storeKfrags,finish
0,1650939680678,1650939701631,1650939711519,1650939723625
1,1650939723930,1650939755567,1650939756146,1650939763159
2,1650939764035,1650939779431,1650939785491,1650939792631
3,1650939796775,1650939821403,1650939842006,1650939874368
4,1650939875844,1650939902014,1650939911045,1650939928845
5,1650939928882,1650939938466,1650939957520,1650939980470
6,1650939980985,1650940013437,1650940028188,1650940050084
7,1650940053336,1650940091763,1650940123735,1650940136518
8,1650940137126,1650940142035,1650940177994,1650940185781
9,1650940185943,1650940194889,1650940196435,1650940217913
