counter,start,storeDLT,storeKfrags,finish
0,1650939680351,1650939710933,1650939725567,1650939749417
1,1650939749546,1650939755764,1650939775836,1650939784652
2,1650939785407,1650939795600,1650939813931,1650939836176
3,1650939836624,1650939847825,1650939869873,1650939887066
4,1650939887750,1650939918206,1650939945949,1650939969609
5,1650939969944,1650939976570,1650939981176,1650939988235
6,1650939989026,1650940038309,1650940045687,1650940058613
7,1650940059841,1650940075284,1650940104670,1650940113672
8,1650940115430,1650940128938,1650940148387,1650940153301
9,1650940153528,1650940186378,1650940207570,1650940231227
