counter,start,storeDLT,storeKfrags,finish
0,1650932519709,1650932527474,1650932540061,1650932546134
1,1650932548180,1650932575703,1650932581859,1650932596092
2,1650932596657,1650932613059,1650932621078,1650932626050
3,1650932630202,1650932646098,1650932649795,1650932650276
4,1650932650642,1650932687212,1650932708696,1650932709174
5,1650932711330,1650932741113,1650932745573,1650932748555
6,1650932750037,1650932786924,1650932806383,1650932809293
7,1650932809515,1650932824367,1650932825916,1650932833867
8,1650932833932,1650932842739,1650932843236,1650932846444
9,1650932846961,1650932852418,1650932852958,1650932853408
