counter,start,storeDLT,storeKfrags,finish
0,1650932519369,1650932535013,1650932540108,1650932549706
1,1650932550079,1650932565881,1650932567028,1650932567558
2,1650932568800,1650932600905,1650932604289,1650932604815
3,1650932605956,1650932623025,1650932628394,1650932639466
4,1650932642381,1650932667595,1650932668143,1650932696650
5,1650932697333,1650932701641,1650932704282,1650932729263
6,1650932729896,1650932751948,1650932772983,1650932777240
7,1650932778227,1650932783314,1650932793854,1650932813029
8,1650932813259,1650932824368,1650932825915,1650932833263
9,1650932833479,1650932840073,1650932840746,1650932843737
