counter,start,storeDLT,storeKfrags,finish
0,1650932520158,1650932534425,1650932540287,1650932540839
1,1650932541050,1650932547879,1650932554874,1650932568629
2,1650932568654,1650932589368,1650932589999,1650932593158
3,1650932594277,1650932611376,1650932617682,1650932618300
4,1650932618405,1650932631438,1650932643703,1650932646877
5,1650932647642,1650932655096,1650932658620,1650932659226
6,1650932659415,1650932667852,1650932693829,1650932694294
7,1650932699288,1650932721136,1650932726502,1650932730968
8,1650932730980,1650932743469,1650932745749,1650932750230
9,1650932750842,1650932778733,1650932780544,1650932781108
