counter,start,storeDLT,storeKfrags,finish
0,1650929207847,1650929213125,1650929213714,1650929217042
1,1650929217865,1650929226288,1650929226917,1650929232089
2,1650929232471,1650929236537,1650929237167,1650929245167
3,1650929245232,1650929251511,1650929251998,1650929252502
4,1650929253717,1650929259540,1650929264085,1650929267269
5,1650929268705,1650929277266,1650929277819,1650929278311
6,1650929278747,1650929285012,1650929285539,1650929292961
7,1650929295459,1650929299761,1650929303910,1650929307025
8,1650929307870,1650929315194,1650929315842,1650929316302
9,1650929319436,1650929325900,1650929326471,1650929329438
