counter,start,storeDLT,storeKfrags,finish
0,1650938986330,1650939011854,1650939022618,1650939023083
1,1650939023830,1650939056819,1650939058317,1650939058861
2,1650939059843,1650939084025,1650939091196,1650939118840
3,1650939119076,1650939156128,1650939169110,1650939169659
4,1650939170175,1650939207936,1650939224799,1650939225256
5,1650939225906,1650939237421,1650939254625,1650939284743
6,1650939287190,1650939303881,1650939326720,1650939327734
7,1650939328088,1650939352625,1650939369014,1650939396342
8,1650939399333,1650939422490,1650939426033,1650939457883
9,1650939458004,1650939464948,1650939473870,1650939478057
