counter,start,storeDLT,storeKfrags,finish
0,1650938986275,1650939001715,1650939021390,1650939021961
1,1650939022602,1650939056675,1650939057240,1650939057811
2,1650939059732,1650939092246,1650939097458,1650939109007
3,1650939109012,1650939149068,1650939151929,1650939152632
4,1650939154672,1650939194920,1650939213697,1650939215233
5,1650939215300,1650939231372,1650939246502,1650939250048
6,1650939250882,1650939288942,1650939293537,1650939300831
7,1650939301679,1650939323125,1650939343601,1650939360843
8,1650939361008,1650939377191,1650939389720,1650939393471
9,1650939394163,1650939417337,1650939422859,1650939454808
