counter,start,storeDLT,storeKfrags,finish
0,1650938986257,1650939002010,1650939021566,1650939034967
1,1650939035420,1650939056791,1650939057699,1650939081199
2,1650939083693,1650939117202,1650939145509,1650939147014
3,1650939147158,1650939169112,1650939173620,1650939197817
4,1650939197973,1650939208026,1650939225449,1650939239771
5,1650939241343,1650939247144,1650939269262,1650939278474
6,1650939279361,1650939330914,1650939343708,1650939348209
7,1650939348464,1650939375550,1650939379545,1650939393061
8,1650939393450,1650939402075,1650939412735,1650939418485
9,1650939419270,1650939429006,1650939430670,1650939439970
