counter,start,storeDLT,storeKfrags,finish
0,1650938987775,1650939018515,1650939024709,1650939047458
1,1650939048270,1650939056990,1650939074410,1650939074908
2,1650939078497,1650939113207,1650939120170,1650939127981
3,1650939128974,1650939175767,1650939178025,1650939178565
4,1650939178929,1650939212023,1650939217683,1650939218296
5,1650939218601,1650939236464,1650939251850,1650939276742
6,1650939277248,1650939318307,1650939333659,1650939354379
7,1650939354872,1650939366758,1650939380198,1650939380874
8,1650939381812,1650939403317,1650939413262,1650939427773
9,1650939427965,1650939434757,1650939463436,1650939467915
