counter,start,storeDLT,storeKfrags,finish
0,1650938986736,1650939003122,1650939021750,1650939029562
1,1650939031099,1650939056576,1650939070911,1650939071521
2,1650939071618,1650939086604,1650939097122,1650939098357
3,1650939098545,1650939106967,1650939139422,1650939142416
4,1650939142789,1650939202530,1650939220830,1650939236290
5,1650939237476,1650939271512,1650939277471,1650939278065
6,1650939278692,1650939329895,1650939341449,1650939358347
7,1650939359368,1650939368281,1650939371765,1650939400432
8,1650939400928,1650939425440,1650939430541,1650939465151
9,1650939465389,1650939488195,1650939495362,1650939501950
