counter,start,storeDLT,storeKfrags,finish
0,1650938987130,1650939018005,1650939026155,1650939054113
1,1650939054191,1650939081226,1650939110947,1650939115556
2,1650939116314,1650939138187,1650939163920,1650939178840
3,1650939179229,1650939220858,1650939229222,1650939250014
4,1650939250701,1650939313399,1650939329896,1650939343511
5,1650939346497,1650939352713,1650939353253,1650939365534
6,1650939368182,1650939413056,1650939440988,1650939469555
7,1650939469692,1650939491062,1650939496901,1650939497587
8,1650939498454,1650939501957,1650939502526,1650939506008
9,1650939506823,1650939515561,1650939516146,1650939519019
