counter,start,storeDLT,storeKfrags,finish
0,1650938986203,1650939018003,1650939026191,1650939049882
1,1650939050176,1650939059988,1650939074909,1650939103678
2,1650939104299,1650939113032,1650939114745,1650939115386
3,1650939116015,1650939141171,1650939146712,1650939147707
4,1650939148488,1650939166683,1650939185194,1650939191132
5,1650939192037,1650939236411,1650939239256,1650939258610
6,1650939258719,1650939292124,1650939320457,1650939342620
7,1650939344149,1650939363061,1650939363782,1650939392352
8,1650939393711,1650939402096,1650939417336,1650939422454
9,1650939424665,1650939434761,1650939463437,1650939468632
