counter,start,storeDLT,storeKfrags,finish
0,1650938986521,1650939004971,1650939021678,1650939029231
1,1650939030463,1650939051301,1650939070714,1650939085045
2,1650939087536,1650939094155,1650939094668,1650939095280
3,1650939097184,1650939137766,1650939162193,1650939162761
4,1650939162861,1650939173218,1650939194918,1650939215317
5,1650939215392,1650939231375,1650939237424,1650939238436
6,1650939238761,1650939266845,1650939298544,1650939299058
7,1650939299236,1650939329474,1650939337166,1650939350161
8,1650939350174,1650939373402,1650939379663,1650939393805
9,1650939394216,1650939402090,1650939412734,1650939425831
