counter,start,storeDLT,storeKfrags,finish
0,1650938985946,1650939001695,1650939021220,1650939031523
1,1650939036655,1650939068786,1650939085043,1650939116181
2,1650939116567,1650939156164,1650939158262,1650939160018
3,1650939160278,1650939167172,1650939188364,1650939206701
4,1650939207320,1650939229431,1650939234238,1650939240280
5,1650939240733,1650939247143,1650939269212,1650939269777
6,1650939270513,1650939313405,1650939326224,1650939334793
7,1650939334823,1650939369020,1650939371968,1650939375357
8,1650939376285,1650939403511,1650939413357,1650939416238
9,1650939418023,1650939454809,1650939456449,1650939457093
