counter,start,storeDLT,storeKfrags,finish
0,1650938986108,1650939042649,1650939061902,1650939084024
1,1650939087411,1650939100710,1650939106750,1650939140642
2,1650939144869,1650939182765,1650939208565,1650939209072
3,1650939210871,1650939231377,1650939252361,1650939254108
4,1650939255866,1650939293542,1650939320671,1650939323942
5,1650939325381,1650939344115,1650939351283,1650939367665
6,1650939369397,1650939393884,1650939409750,1650939421117
7,1650939423043,1650939427670,1650939428274,1650939463336
8,1650939463567,1650939471084,1650939485435,1650939488495
9,1650939488767,1650939502116,1650939502776,1650939506652
