counter,start,storeDLT,storeKfrags,finish
0,1650929794383,1650929804842,1650929807438,1650929807924
1,1650929809354,1650929818140,1650929820365,1650929825041
2,1650929825358,1650929838165,1650929841342,1650929847171
3,1650929847920,1650929859275,1650929863837,1650929864352
4,1650929864426,1650929871875,1650929876893,1650929877439
5,1650929878998,1650929889454,1650929890019,1650929894440
6,1650929894942,1650929903186,1650929903768,1650929904302
7,1650929904345,1650929916242,1650929919519,1650929920033
8,1650929920126,1650929926202,1650929926833,1650929929656
9,1650929929752,1650929934838,1650929935537,1650929936151
