counter,start,storeDLT,storeKfrags,finish
0,1650938985952,1650939010091,1650939022387,1650939038702
1,1650939039008,1650939061899,1650939062455,1650939084665
2,1650939084908,1650939106750,1650939139346,1650939144257
3,1650939144492,1650939168936,1650939173429,1650939178019
4,1650939178329,1650939203825,1650939208022,1650939214040
5,1650939214460,1650939249597,1650939262417,1650939272271
6,1650939273634,1650939293533,1650939320562,1650939336536
7,1650939336886,1650939373214,1650939375382,1650939392377
8,1650939392534,1650939402077,1650939407375,1650939423369
9,1650939423600,1650939434760,1650939463436,1650939467917
