counter,start,storeDLT,storeKfrags,finish
0,1650938986321,1650939011824,1650939022675,1650939036302
1,1650939036643,1650939060056,1650939060773,1650939078386
2,1650939078766,1650939114562,1650939123340,1650939130638
3,1650939130869,1650939169213,1650939172117,1650939172635
4,1650939172862,1650939205456,1650939219835,1650939235567
5,1650939239659,1650939259124,1650939271512,1650939272157
6,1650939272530,1650939292130,1650939320462,1650939325681
7,1650939325908,1650939341480,1650939356707,1650939368184
8,1650939368865,1650939386412,1650939393111,1650939398080
9,1650939398666,1650939422862,1650939423476,1650939428081
