counter,start,storeDLT,storeKfrags,finish
0,1650938987256,1650939007450,1650939021737,1650939030359
1,1650939033089,1650939073682,1650939096920,1650939123338
2,1650939124909,1650939128150,1650939140962,1650939148651
3,1650939149858,1650939169889,1650939185198,1650939211722
4,1650939213037,1650939240049,1650939258638,1650939272159
5,1650939274700,1650939284337,1650939318108,1650939323019
6,1650939323573,1650939343526,1650939358349,1650939378837
7,1650939378966,1650939393116,1650939406619,1650939420196
8,1650939421471,1650939453891,1650939471499,1650939473444
9,1650939475133,1650939491059,1650939491583,1650939492080
