counter,start,storeDLT,storeKfrags,finish
0,1650938988561,1650939042748,1650939056580,1650939074393
1,1650939074716,1650939085145,1650939114229,1650939125081
2,1650939127500,1650939133079,1650939162068,1650939188275
3,1650939188967,1650939213833,1650939226777,1650939232608
4,1650939233055,1650939239461,1650939260174,1650939274602
5,1650939274840,1650939284415,1650939318310,1650939318859
6,1650939319324,1650939330918,1650939343017,1650939357087
7,1650939358022,1650939389589,1650939395318,1650939403513
8,1650939405289,1650939422580,1650939427979,1650939430547
9,1650939430857,1650939444910,1650939447992,1650939449482
