counter,start,storeDLT,storeKfrags,finish
0,1650938986911,1650939017495,1650939023009,1650939039164
1,1650939040226,1650939068753,1650939080359,1650939080944
2,1650939081354,1650939092531,1650939093256,1650939093743
3,1650939095361,1650939130322,1650939138198,1650939166686
4,1650939167619,1650939173170,1650939173924,1650939195614
5,1650939195899,1650939232296,1650939252567,1650939253111
6,1650939255722,1650939278479,1650939284413,1650939297008
7,1650939297670,1650939316373,1650939330219,1650939353876
8,1650939355784,1650939366768,1650939380262,1650939396241
9,1650939396468,1650939408466,1650939422555,1650939449387
