counter,start,storeDLT,storeKfrags,finish
0,1650934350820,1650934364222,1650934379181,1650934395657
1,1650934395935,1650934412731,1650934429193,1650934439642
2,1650934440736,1650934461189,1650934462798,1650934476571
3,1650934477582,1650934481547,1650934484789,1650934504107
4,1650934507313,1650934538414,1650934539253,1650934543458
5,1650934544594,1650934591307,1650934594851,1650934602124
6,1650934602835,1650934610645,1650934641189,1650934645997
7,1650934646928,1650934655107,1650934686688,1650934720748
8,1650934721572,1650934730670,1650934731729,1650934752269
9,1650934753205,1650934773403,1650934791694,1650934806601
