counter,start,storeDLT,storeKfrags,finish
0,1650934351139,1650934372687,1650934379840,1650934388751
1,1650934389109,1650934413151,1650934423874,1650934448180
2,1650934450481,1650934473155,1650934476817,1650934486493
3,1650934487168,1650934519802,1650934543920,1650934546812
4,1650934547062,1650934557159,1650934591641,1650934617364
5,1650934618041,1650934628344,1650934629390,1650934632617
6,1650934633244,1650934645121,1650934647668,1650934655072
7,1650934658471,1650934667663,1650934670661,1650934675908
8,1650934676020,1650934700915,1650934709561,1650934715357
9,1650934715691,1650934718956,1650934719707,1650934722707
