counter,start,storeDLT,storeKfrags,finish
0,1650934351181,1650934364620,1650934379283,1650934399873
1,1650934399958,1650934416533,1650934433792,1650934455723
2,1650934455802,1650934481738,1650934487999,1650934494859
3,1650934495702,1650934517864,1650934518534,1650934543884
4,1650934544751,1650934553671,1650934556990,1650934559951
5,1650934560275,1650934567662,1650934594360,1650934597762
6,1650934599754,1650934608501,1650934613357,1650934618273
7,1650934619655,1650934661654,1650934692369,1650934726688
8,1650934727786,1650934737435,1650934738029,1650934760208
9,1650934760356,1650934781487,1650934797125,1650934800272
