counter,start,storeDLT,storeKfrags,finish
0,1650934350555,1650934372719,1650934377389,1650934386171
1,1650934386227,1650934399180,1650934401865,1650934408539
2,1650934408663,1650934429207,1650934439600,1650934455725
3,1650934456419,1650934476690,1650934497475,1650934506705
4,1650934507373,1650934574405,1650934575016,1650934578567
5,1650934578813,1650934609687,1650934610326,1650934613872
6,1650934614494,1650934623748,1650934628167,1650934631201
7,1650934631260,1650934635960,1650934636537,1650934678092
8,1650934680150,1650934688769,1650934720981,1650934728461
9,1650934729918,1650934754529,1650934757523,1650934760548
